customer_id,signup_date,plan_type,monthly_fee,acquisition_cost,churn_date,is_churned,avg_logins,avg_features_used,total_support_tickets,churn_risk_score_%,at_risk_mrr_loss,recommended_action
1279,2024-09-09,Enterprise,500,200,,0,12.764705882352942,5.647058823529412,3,4.0,20.0,Low Risk: Upsell Pro/Enterprise Features
1281,2024-06-22,Basic,50,30,,0,15.0,6.071428571428571,5,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1282,2024-03-24,Pro,200,100,2025-06-24,1,13.878787878787879,5.606060606060606,9,92.0,184.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1283,2024-05-10,Enterprise,500,200,,0,14.882352941176471,6.352941176470588,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1286,2024-08-23,Enterprise,500,200,,0,14.368421052631579,5.631578947368421,1,1.0,5.0,Low Risk: Upsell Pro/Enterprise Features
1287,2025-02-23,Basic,50,30,2025-04-26,1,9.444444444444445,3.6666666666666665,2,100.0,50.0,High Risk: Automated Re-engagement Email & 15% Discount
1288,2024-09-22,Pro,200,100,,0,13.0,6.266666666666667,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1289,2024-08-02,Enterprise,500,200,,0,15.272727272727273,6.636363636363637,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1290,2024-09-06,Pro,200,100,,0,13.235294117647058,5.235294117647059,1,4.0,8.0,Low Risk: Upsell Pro/Enterprise Features
1291,2024-07-13,Basic,50,30,2024-08-31,1,7.375,3.25,1,100.0,50.0,High Risk: Automated Re-engagement Email & 15% Discount
1292,2024-04-02,Basic,50,30,2024-07-25,1,9.352941176470589,5.235294117647059,1,83.0,41.5,High Risk: Automated Re-engagement Email & 15% Discount
1294,2024-03-25,Enterprise,500,200,2025-05-26,1,14.612903225806452,5.709677419354839,7,68.0,340.0,Medium Risk: Assign Support Specialist for Ticket Resolution
1297,2024-01-09,Basic,50,30,,0,13.23076923076923,5.865384615384615,8,17.0,8.5,Low Risk: Upsell Pro/Enterprise Features
1298,2024-12-24,Pro,200,100,,0,21.0,6.0,0,1.0,2.0,Low Risk: Upsell Pro/Enterprise Features
1300,2024-02-14,Enterprise,500,200,,0,14.340425531914894,6.0,5,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1302,2025-01-01,Pro,200,100,,0,19.0,4.0,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1303,2024-12-07,Enterprise,500,200,,0,11.0,6.75,0,1.0,5.0,Low Risk: Upsell Pro/Enterprise Features
1305,2024-04-12,Basic,50,30,,0,15.342105263157896,5.868421052631579,7,1.0,0.5,Low Risk: Upsell Pro/Enterprise Features
1308,2024-05-18,Basic,50,30,2025-04-02,1,13.326086956521738,5.5,4,53.0,26.5,Medium Risk: Assign Support Specialist for Ticket Resolution
1309,2024-08-28,Basic,50,30,2024-11-02,1,6.8,4.0,5,100.0,50.0,High Risk: Automated Re-engagement Email & 15% Discount
1310,2024-08-05,Basic,50,30,,0,14.136363636363637,5.681818181818182,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1311,2024-09-07,Basic,50,30,,0,12.529411764705882,5.9411764705882355,5,14.0,7.0,Low Risk: Upsell Pro/Enterprise Features
1312,2024-11-23,Basic,50,30,2025-03-18,1,12.176470588235293,4.0,2,91.0,45.5,High Risk: Automated Re-engagement Email & 15% Discount
1313,2024-02-01,Enterprise,500,200,2025-02-24,1,13.678571428571429,5.357142857142857,5,81.0,405.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1314,2024-04-10,Pro,200,100,,0,14.179487179487179,6.0,2,1.0,2.0,Low Risk: Upsell Pro/Enterprise Features
1315,2024-06-26,Basic,50,30,,0,15.75,5.5,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1316,2024-03-19,Enterprise,500,200,,0,15.238095238095237,5.690476190476191,5,7.0,35.0,Low Risk: Upsell Pro/Enterprise Features
1317,2024-11-15,Enterprise,500,200,,0,17.285714285714285,5.571428571428571,2,2.0,10.0,Low Risk: Upsell Pro/Enterprise Features
1318,2024-09-28,Enterprise,500,200,,0,14.714285714285714,6.642857142857143,2,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1319,2024-03-09,Basic,50,30,,0,14.348837209302326,5.767441860465116,2,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1320,2024-07-10,Enterprise,500,200,,0,14.576923076923077,5.923076923076923,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1321,2024-08-10,Enterprise,500,200,,0,14.0,5.476190476190476,5,23.0,115.0,Low Risk: Upsell Pro/Enterprise Features
1322,2024-05-28,Enterprise,500,200,,0,12.59375,5.25,3,37.0,185.0,Low Risk: Upsell Pro/Enterprise Features
1323,2024-04-22,Pro,200,100,,0,15.972972972972974,6.324324324324325,6,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1324,2024-07-11,Enterprise,500,200,,0,16.2,5.88,2,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1325,2024-10-08,Basic,50,30,,0,17.53846153846154,5.846153846153846,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1327,2024-12-15,Enterprise,500,200,,0,12.0,5.666666666666667,0,2.0,10.0,Low Risk: Upsell Pro/Enterprise Features
1332,2025-01-21,Pro,200,100,2025-04-14,1,8.166666666666666,4.25,5,100.0,200.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1333,2024-10-30,Enterprise,500,200,,0,11.7,4.7,1,40.0,200.0,Medium Risk: Send Feature Tutorial & Product Tip Campaign
1334,2024-08-13,Enterprise,500,200,,0,12.523809523809524,5.857142857142857,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1336,2024-11-21,Enterprise,500,200,,0,14.5,6.333333333333333,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1337,2024-08-20,Basic,50,30,2024-12-12,1,10.941176470588236,4.588235294117647,1,94.0,47.0,High Risk: Automated Re-engagement Email & 15% Discount
1339,2024-02-27,Basic,50,30,,0,14.266666666666667,6.088888888888889,6,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1340,2024-09-30,Basic,50,30,,0,16.857142857142858,6.785714285714286,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1341,2024-08-21,Basic,50,30,,0,15.95,6.2,3,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1342,2024-11-30,Basic,50,30,,0,11.2,6.4,0,1.0,0.5,Low Risk: Upsell Pro/Enterprise Features
1343,2024-04-28,Pro,200,100,,0,15.38888888888889,5.944444444444445,2,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1345,2024-08-15,Enterprise,500,200,,0,16.15,5.95,2,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1346,2024-03-22,Pro,200,100,2024-07-02,1,10.0,4.8,1,98.0,196.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1347,2024-11-13,Basic,50,30,2025-04-20,1,10.217391304347826,5.086956521739131,4,100.0,50.0,High Risk: Automated Re-engagement Email & 15% Discount
1349,2024-05-01,Pro,200,100,,0,14.416666666666666,6.5,2,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1350,2024-11-16,Pro,200,100,,0,16.428571428571427,4.571428571428571,0,4.0,8.0,Low Risk: Upsell Pro/Enterprise Features
1351,2024-09-01,Enterprise,500,200,,0,13.944444444444445,6.777777777777778,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1352,2024-02-21,Enterprise,500,200,2024-10-26,1,14.88888888888889,5.5,8,87.0,435.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1353,2024-07-29,Enterprise,500,200,,0,12.0,5.739130434782608,2,11.0,55.0,Low Risk: Upsell Pro/Enterprise Features
1354,2024-07-05,Enterprise,500,200,,0,14.461538461538462,5.384615384615385,4,7.0,35.0,Low Risk: Upsell Pro/Enterprise Features
1355,2024-12-04,Enterprise,500,200,2025-03-04,1,10.23076923076923,4.6923076923076925,1,95.0,475.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1356,2024-12-28,Pro,200,100,,0,21.0,5.0,0,2.0,4.0,Low Risk: Upsell Pro/Enterprise Features
1358,2024-06-16,Enterprise,500,200,2025-03-22,1,14.275,4.675,3,74.0,370.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1359,2025-04-24,Basic,50,30,2025-06-25,1,9.0,3.888888888888889,2,100.0,50.0,High Risk: Automated Re-engagement Email & 15% Discount
1360,2024-01-23,Basic,50,30,,0,14.92,5.3,2,1.0,0.5,Low Risk: Upsell Pro/Enterprise Features
1363,2024-04-06,Pro,200,100,,0,14.64102564102564,5.769230769230769,8,13.0,26.0,Low Risk: Upsell Pro/Enterprise Features
1366,2024-02-29,Basic,50,30,,0,14.863636363636363,6.2272727272727275,4,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1368,2024-12-10,Basic,50,30,,0,12.25,5.25,0,8.0,4.0,Low Risk: Upsell Pro/Enterprise Features
1369,2024-08-22,Pro,200,100,,0,16.36842105263158,5.368421052631579,2,1.0,2.0,Low Risk: Upsell Pro/Enterprise Features
1370,2024-11-14,Pro,200,100,,0,11.571428571428571,5.428571428571429,0,8.0,16.0,Low Risk: Upsell Pro/Enterprise Features
1371,2024-06-01,Enterprise,500,200,,0,14.612903225806452,6.580645161290323,2,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1373,2024-02-08,Enterprise,500,200,,0,14.02127659574468,5.74468085106383,2,3.0,15.0,Low Risk: Upsell Pro/Enterprise Features
1374,2024-10-24,Basic,50,30,,0,12.7,5.5,1,14.0,7.0,Low Risk: Upsell Pro/Enterprise Features
1375,2024-06-21,Basic,50,30,,0,14.428571428571429,5.321428571428571,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1376,2024-12-01,Enterprise,500,200,,0,12.0,6.2,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1379,2024-09-05,Basic,50,30,2025-02-11,1,13.304347826086957,4.782608695652174,5,97.0,48.5,High Risk: Automated Re-engagement Email & 15% Discount
1380,2024-03-30,Pro,200,100,2025-05-28,1,13.688524590163935,5.754098360655738,12,69.0,138.0,Medium Risk: Assign Support Specialist for Ticket Resolution
1382,2025-04-08,Pro,200,100,2025-05-14,1,2.3333333333333335,1.6666666666666667,1,100.0,200.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1383,2024-05-15,Basic,50,30,,0,15.117647058823529,6.0,6,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1384,2024-12-29,Basic,50,30,,0,22.0,9.0,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1385,2024-02-09,Basic,50,30,,0,13.574468085106384,5.872340425531915,7,12.0,6.0,Low Risk: Upsell Pro/Enterprise Features
1386,2024-04-07,Enterprise,500,200,2024-10-15,1,12.285714285714286,4.571428571428571,0,75.0,375.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1387,2024-05-26,Enterprise,500,200,,0,14.53125,6.03125,3,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1388,2024-04-19,Basic,50,30,,0,15.378378378378379,5.837837837837838,3,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1389,2024-06-02,Basic,50,30,,0,14.096774193548388,5.935483870967742,4,1.0,0.5,Low Risk: Upsell Pro/Enterprise Features
1392,2024-12-20,Pro,200,100,,0,15.5,4.0,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1393,2024-09-13,Enterprise,500,200,2025-04-28,1,14.212121212121213,5.393939393939394,6,80.0,400.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1394,2024-02-01,Basic,50,30,,0,14.4375,6.0,3,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1395,2024-03-21,Enterprise,500,200,,0,14.682926829268293,6.512195121951219,5,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1396,2024-07-08,Enterprise,500,200,,0,13.807692307692308,5.961538461538462,2,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1397,2024-05-16,Basic,50,30,2025-04-23,1,12.63265306122449,5.63265306122449,9,86.0,43.0,High Risk: Automated Re-engagement Email & 15% Discount
1398,2024-03-10,Pro,200,100,,0,15.953488372093023,5.790697674418604,8,18.0,36.0,Low Risk: Upsell Pro/Enterprise Features
1399,2024-08-23,Pro,200,100,,0,18.105263157894736,5.2105263157894735,4,8.0,16.0,Low Risk: Upsell Pro/Enterprise Features
1400,2024-11-08,Enterprise,500,200,,0,13.875,6.125,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1401,2025-01-14,Enterprise,500,200,2025-05-23,1,11.947368421052632,5.421052631578948,2,77.0,385.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1403,2025-03-05,Pro,200,100,2025-04-23,1,6.125,2.625,5,100.0,200.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1404,2025-04-29,Basic,50,30,2025-06-01,1,2.8,3.0,2,100.0,50.0,High Risk: Automated Re-engagement Email & 15% Discount
1407,2024-11-07,Enterprise,500,200,,0,13.5,5.125,1,11.0,55.0,Low Risk: Upsell Pro/Enterprise Features
1408,2024-02-13,Pro,200,100,,0,14.319148936170214,5.76595744680851,4,1.0,2.0,Low Risk: Upsell Pro/Enterprise Features
1411,2024-10-29,Pro,200,100,,0,13.1,6.6,2,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1413,2024-02-28,Pro,200,100,,0,14.444444444444445,5.844444444444444,9,28.0,56.0,Low Risk: Upsell Pro/Enterprise Features
1414,2025-02-28,Enterprise,500,200,2025-06-21,1,10.941176470588236,4.352941176470588,5,100.0,500.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1416,2024-02-02,Pro,200,100,,0,13.854166666666666,5.729166666666667,3,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1417,2024-11-04,Pro,200,100,,0,14.11111111111111,5.444444444444445,1,2.0,4.0,Low Risk: Upsell Pro/Enterprise Features
1419,2025-01-31,Pro,200,100,2025-03-31,1,8.88888888888889,4.0,0,71.0,142.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1420,2024-10-07,Basic,50,30,,0,13.076923076923077,6.230769230769231,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1421,2024-01-01,Enterprise,500,200,,0,13.660377358490566,5.69811320754717,6,11.0,55.0,Low Risk: Upsell Pro/Enterprise Features
1422,2024-12-09,Enterprise,500,200,,0,11.5,6.25,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1423,2024-07-13,Basic,50,30,,0,13.56,6.12,2,3.0,1.5,Low Risk: Upsell Pro/Enterprise Features
1424,2025-04-27,Enterprise,500,200,2025-06-10,1,8.285714285714286,2.7142857142857144,5,100.0,500.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1425,2024-08-23,Enterprise,500,200,,0,14.052631578947368,5.894736842105263,2,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1426,2024-02-03,Enterprise,500,200,,0,15.6875,6.041666666666667,6,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1427,2024-05-07,Pro,200,100,,0,15.228571428571428,5.828571428571428,3,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1428,2024-06-13,Enterprise,500,200,2025-02-24,1,13.378378378378379,5.675675675675675,8,62.0,310.0,Medium Risk: Assign Support Specialist for Ticket Resolution
1429,2024-02-06,Basic,50,30,,0,14.0625,6.208333333333333,8,3.0,1.5,Low Risk: Upsell Pro/Enterprise Features
1430,2024-10-03,Basic,50,30,,0,14.076923076923077,5.923076923076923,2,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1431,2024-09-26,Pro,200,100,,0,16.0,6.214285714285714,3,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1432,2024-07-25,Pro,200,100,,0,15.391304347826088,6.260869565217392,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1434,2024-10-27,Pro,200,100,,0,13.2,7.0,1,2.0,4.0,Low Risk: Upsell Pro/Enterprise Features
1435,2024-09-28,Pro,200,100,,0,13.071428571428571,5.928571428571429,2,6.0,12.0,Low Risk: Upsell Pro/Enterprise Features
1436,2024-12-25,Enterprise,500,200,,0,17.0,8.0,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1437,2024-03-27,Basic,50,30,,0,13.707317073170731,6.121951219512195,6,4.0,2.0,Low Risk: Upsell Pro/Enterprise Features
1438,2025-03-28,Pro,200,100,2025-05-24,1,8.666666666666666,3.5555555555555554,2,100.0,200.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1439,2024-01-31,Enterprise,500,200,,0,15.285714285714286,6.36734693877551,6,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1440,2024-06-19,Enterprise,500,200,,0,13.413793103448276,6.241379310344827,5,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1441,2024-01-30,Pro,200,100,,0,13.081632653061224,5.653061224489796,10,39.0,78.0,Low Risk: Upsell Pro/Enterprise Features
1442,2025-01-29,Basic,50,30,2025-04-08,1,9.9,4.7,2,99.0,49.5,High Risk: Automated Re-engagement Email & 15% Discount
1443,2025-02-08,Enterprise,500,200,2025-06-11,1,12.055555555555555,4.611111111111111,2,98.0,490.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1448,2024-06-30,Pro,200,100,2024-09-05,1,7.8,4.9,3,99.0,198.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1449,2024-05-06,Enterprise,500,200,,0,13.514285714285714,5.8,4,11.0,55.0,Low Risk: Upsell Pro/Enterprise Features
1450,2024-03-21,Basic,50,30,2025-04-27,1,12.96551724137931,5.810344827586207,4,90.0,45.0,High Risk: Automated Re-engagement Email & 15% Discount
1452,2024-12-15,Pro,200,100,,0,14.0,5.333333333333333,0,4.0,8.0,Low Risk: Upsell Pro/Enterprise Features
1453,2025-04-24,Enterprise,500,200,2025-06-16,1,8.25,4.25,1,99.0,495.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1454,2024-02-22,Enterprise,500,200,,0,14.71111111111111,6.288888888888889,4,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1455,2024-11-18,Enterprise,500,200,,0,16.142857142857142,6.714285714285714,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1456,2024-08-19,Enterprise,500,200,,0,15.75,5.85,2,1.0,5.0,Low Risk: Upsell Pro/Enterprise Features
1457,2025-01-30,Enterprise,500,200,2025-06-03,1,11.5,5.111111111111111,7,98.0,490.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1458,2024-06-25,Enterprise,500,200,,0,16.642857142857142,5.857142857142857,3,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1459,2024-08-10,Basic,50,30,,0,14.857142857142858,6.904761904761905,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1460,2024-03-07,Basic,50,30,,0,14.581395348837209,6.093023255813954,6,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1462,2024-03-31,Pro,200,100,,0,15.7,6.375,5,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1463,2024-08-18,Pro,200,100,,0,16.5,6.4,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1464,2024-09-09,Basic,50,30,,0,13.0,6.176470588235294,0,1.0,0.5,Low Risk: Upsell Pro/Enterprise Features
1465,2024-09-08,Basic,50,30,2024-11-28,1,10.75,4.166666666666667,4,100.0,50.0,High Risk: Automated Re-engagement Email & 15% Discount
1466,2024-06-26,Basic,50,30,,0,15.071428571428571,6.214285714285714,4,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1467,2024-10-31,Pro,200,100,,0,15.555555555555555,5.333333333333333,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1469,2024-10-25,Basic,50,30,,0,16.6,5.3,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1470,2024-12-23,Enterprise,500,200,,0,18.0,7.0,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1471,2024-01-19,Pro,200,100,2024-05-26,1,12.368421052631579,5.052631578947368,4,99.0,198.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1472,2024-07-06,Pro,200,100,,0,15.807692307692308,5.884615384615385,2,1.0,2.0,Low Risk: Upsell Pro/Enterprise Features
1473,2024-03-22,Basic,50,30,,0,14.536585365853659,5.682926829268292,6,3.0,1.5,Low Risk: Upsell Pro/Enterprise Features
1474,2024-12-23,Basic,50,30,,0,12.5,5.0,0,10.0,5.0,Low Risk: Upsell Pro/Enterprise Features
1475,2024-08-19,Pro,200,100,2025-03-27,1,11.875,6.125,3,25.0,50.0,Low Risk: Upsell Pro/Enterprise Features
1476,2024-04-04,Pro,200,100,,0,14.35897435897436,5.717948717948718,3,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1477,2024-10-30,Pro,200,100,,0,15.1,6.6,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1478,2024-03-17,Pro,200,100,2024-10-12,1,13.533333333333333,5.3,8,97.0,194.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1479,2024-04-29,Basic,50,30,,0,13.777777777777779,6.5,5,1.0,0.5,Low Risk: Upsell Pro/Enterprise Features
1482,2024-11-05,Basic,50,30,,0,17.333333333333332,6.111111111111111,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1483,2024-12-20,Pro,200,100,,0,10.0,5.5,0,8.0,16.0,Low Risk: Upsell Pro/Enterprise Features
1485,2024-02-05,Pro,200,100,,0,14.791666666666666,5.75,4,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1486,2024-09-03,Pro,200,100,,0,15.055555555555555,6.666666666666667,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1487,2024-04-29,Pro,200,100,,0,14.63888888888889,5.75,2,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1488,2024-01-09,Enterprise,500,200,,0,13.673076923076923,6.115384615384615,10,16.0,80.0,Low Risk: Upsell Pro/Enterprise Features
1489,2024-06-15,Pro,200,100,,0,14.931034482758621,5.310344827586207,4,3.0,6.0,Low Risk: Upsell Pro/Enterprise Features
1490,2024-05-24,Pro,200,100,,0,15.21875,6.09375,4,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1491,2024-06-29,Pro,200,100,,0,12.185185185185185,5.851851851851852,6,23.0,46.0,Low Risk: Upsell Pro/Enterprise Features
1492,2024-04-06,Pro,200,100,,0,14.692307692307692,6.128205128205129,7,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1494,2024-12-19,Enterprise,500,200,,0,17.0,3.5,0,1.0,5.0,Low Risk: Upsell Pro/Enterprise Features
1495,2024-08-20,Basic,50,30,,0,13.0,5.25,2,58.0,29.0,Medium Risk: Send Feature Tutorial & Product Tip Campaign
1496,2024-02-06,Basic,50,30,,0,14.291666666666666,5.979166666666667,6,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1497,2024-04-24,Basic,50,30,,0,15.35135135135135,6.54054054054054,6,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1500,2024-01-26,Basic,50,30,,0,14.061224489795919,5.877551020408164,6,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1501,2025-03-13,Enterprise,500,200,2025-05-19,1,9.5,4.0,0,89.0,445.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1503,2024-09-05,Basic,50,30,,0,14.882352941176471,6.529411764705882,2,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1504,2024-05-07,Pro,200,100,,0,15.714285714285714,6.171428571428572,3,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1506,2024-08-18,Basic,50,30,,0,15.1,5.8,3,3.0,1.5,Low Risk: Upsell Pro/Enterprise Features
1507,2024-10-12,Enterprise,500,200,,0,14.083333333333334,6.333333333333333,1,1.0,5.0,Low Risk: Upsell Pro/Enterprise Features
1508,2024-10-09,Pro,200,100,,0,16.76923076923077,6.076923076923077,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1509,2024-10-08,Enterprise,500,200,,0,15.76923076923077,6.0,3,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1510,2024-01-09,Enterprise,500,200,2024-11-20,1,14.0,5.5,10,74.0,370.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1511,2024-03-21,Pro,200,100,,0,14.829268292682928,6.073170731707317,5,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1512,2024-05-05,Pro,200,100,,0,12.942857142857143,6.314285714285714,1,1.0,2.0,Low Risk: Upsell Pro/Enterprise Features
1513,2024-07-11,Pro,200,100,,0,14.16,6.8,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1516,2024-12-24,Enterprise,500,200,,0,16.0,8.0,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1517,2024-03-12,Basic,50,30,,0,14.488372093023257,6.255813953488372,7,1.0,0.5,Low Risk: Upsell Pro/Enterprise Features
1518,2024-03-03,Basic,50,30,,0,13.636363636363637,6.0227272727272725,3,1.0,0.5,Low Risk: Upsell Pro/Enterprise Features
1519,2024-02-15,Enterprise,500,200,2025-06-03,1,13.382352941176471,5.897058823529412,10,45.0,225.0,Medium Risk: Assign Support Specialist for Ticket Resolution
1520,2024-05-01,Basic,50,30,,0,15.555555555555555,5.5,3,2.0,1.0,Low Risk: Upsell Pro/Enterprise Features
1521,2024-10-30,Pro,200,100,,0,16.6,5.8,2,1.0,2.0,Low Risk: Upsell Pro/Enterprise Features
1522,2024-05-09,Pro,200,100,,0,16.470588235294116,5.235294117647059,5,3.0,6.0,Low Risk: Upsell Pro/Enterprise Features
1523,2024-11-09,Pro,200,100,,0,14.25,5.875,0,1.0,2.0,Low Risk: Upsell Pro/Enterprise Features
1524,2024-12-02,Pro,200,100,,0,17.2,6.2,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1525,2025-02-25,Enterprise,500,200,2025-05-13,1,7.583333333333333,4.333333333333333,5,100.0,500.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1527,2024-04-25,Pro,200,100,,0,14.0,5.25,3,4.0,8.0,Low Risk: Upsell Pro/Enterprise Features
1532,2024-04-02,Enterprise,500,200,,0,15.025,5.95,4,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1534,2024-09-24,Enterprise,500,200,,0,12.933333333333334,5.6,3,2.0,10.0,Low Risk: Upsell Pro/Enterprise Features
1535,2024-10-10,Pro,200,100,,0,17.166666666666668,6.25,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1536,2024-09-05,Pro,200,100,,0,14.176470588235293,5.9411764705882355,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1538,2024-08-26,Pro,200,100,,0,16.526315789473685,6.105263157894737,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1540,2024-10-16,Pro,200,100,,0,12.5,6.583333333333333,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1541,2024-11-25,Pro,200,100,,0,17.166666666666668,5.333333333333333,2,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1542,2024-06-16,Basic,50,30,,0,13.310344827586206,6.241379310344827,2,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1543,2024-02-12,Enterprise,500,200,,0,14.617021276595745,6.085106382978723,3,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1544,2024-11-02,Pro,200,100,2025-04-28,1,11.038461538461538,5.769230769230769,3,80.0,160.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
